-3 -1
-2 -1
-1 -1
-0.25 -1
0.25 1
1 1
2 1
3 1


-3 -1
-2.93939393939394 -1
-2.87878787878788 -1
-2.81818181818182 -1
-2.75757575757576 -1
-2.6969696969697 -1
-2.63636363636364 -1
-2.57575757575758 -1
-2.51515151515152 -1
-2.45454545454545 -1
-2.39393939393939 -1
-2.33333333333333 -1
-2.27272727272727 -1
-2.21212121212121 -1
-2.15151515151515 -1
-2.09090909090909 -1
-2.03030303030303 -1
-1.96969696969697 -1
-1.90909090909091 -1
-1.84848484848485 -1
-1.78787878787879 -1
-1.72727272727273 -1
-1.66666666666667 -1
-1.60606060606061 -1
-1.54545454545455 -1
-1.48484848484848 -1
-1.42424242424242 -1
-1.36363636363636 -1
-1.3030303030303 -1
-1.24242424242424 -1
-1.18181818181818 -1
-1.12121212121212 -1
-1.06060606060606 -1
-1 -1
-0.939393939393939 -1
-0.878787878787879 -1
-0.818181818181818 -1
-0.757575757575757 -1
-0.696969696969697 -1
-0.636363636363636 -1
-0.575757575757576 -1
-0.515151515151515 -1
-0.454545454545455 -1
-0.393939393939394 -1
-0.333333333333333 -1
-0.272727272727272 -1
-0.212121212121212 -1
-0.151515151515151 -1
-0.0909090909090908 -1
-0.0303030303030303 -1
0.0303030303030303 1
0.0909090909090908 1
0.151515151515151 1
0.212121212121212 1
0.272727272727273 1
0.333333333333333 1
0.393939393939394 1
0.454545454545455 1
0.515151515151515 1
0.575757575757576 1
0.636363636363637 1
0.696969696969697 1
0.757575757575758 1
0.818181818181818 1
0.878787878787879 1
0.939393939393939 1
1 1
1.06060606060606 1
1.12121212121212 1
1.18181818181818 1
1.24242424242424 1
1.3030303030303 1
1.36363636363636 1
1.42424242424242 1
1.48484848484849 1
1.54545454545455 1
1.60606060606061 1
1.66666666666667 1
1.72727272727273 1
1.78787878787879 1
1.84848484848485 1
1.90909090909091 1
1.96969696969697 1
2.03030303030303 1
2.09090909090909 1
2.15151515151515 1
2.21212121212121 1
2.27272727272727 1
2.33333333333333 1
2.39393939393939 1
2.45454545454546 1
2.51515151515152 1
2.57575757575758 1
2.63636363636364 1
2.6969696969697 1
2.75757575757576 1
2.81818181818182 1
2.87878787878788 1
2.93939393939394 1
3 1


-3 -1
-2.93939393939394 -1
-2.87878787878788 -1
-2.81818181818182 -1
-2.75757575757576 -1
-2.6969696969697 -1
-2.63636363636364 -1
-2.57575757575758 -1
-2.51515151515152 -1
-2.45454545454545 -1
-2.39393939393939 -1
-2.33333333333333 -1
-2.27272727272727 -1
-2.21212121212121 -1
-2.15151515151515 -1
-2.09090909090909 -1
-2.03030303030303 -1
-1.96969696969697 -1
-1.90909090909091 -1
-1.84848484848485 -1
-1.78787878787879 -1
-1.72727272727273 -1
-1.66666666666667 -1
-1.60606060606061 -1
-1.54545454545455 -1
-1.48484848484848 -1
-1.42424242424242 -1
-1.36363636363636 -1
-1.3030303030303 -1
-1.24242424242424 -1
-1.18181818181818 -1
-1.12121212121212 -1
-1.06060606060606 -1
-1 -1
-0.939393939393939 -1
-0.878787878787879 -1
-0.818181818181818 -1
-0.757575757575757 -1
-0.696969696969697 -1
-0.636363636363636 -1
-0.575757575757576 -1
-0.515151515151515 -1
-0.454545454545455 -1
-0.393939393939394 -1
-0.333333333333333 -1
-0.272727272727272 -1
-0.212121212121212 -0.967303892923727
-0.151515151515151 -0.797785012661045
-0.0909090909090908 -0.521412471825695
-0.0303030303030303 -0.180927734646743
0.0303030303030303 0.180927734646743
0.0909090909090908 0.521412471825695
0.151515151515151 0.797785012661045
0.212121212121212 0.967303892923728
0.272727272727273 1
0.333333333333333 1
0.393939393939394 1
0.454545454545455 1
0.515151515151515 1
0.575757575757576 1
0.636363636363637 1
0.696969696969697 1
0.757575757575758 1
0.818181818181818 1
0.878787878787879 1
0.939393939393939 1
1 1
1.06060606060606 1
1.12121212121212 1
1.18181818181818 1
1.24242424242424 1
1.3030303030303 1
1.36363636363636 1
1.42424242424242 1
1.48484848484849 1
1.54545454545455 1
1.60606060606061 1
1.66666666666667 1
1.72727272727273 1
1.78787878787879 1
1.84848484848485 1
1.90909090909091 1
1.96969696969697 1
2.03030303030303 1
2.09090909090909 1
2.15151515151515 1
2.21212121212121 1
2.27272727272727 1
2.33333333333333 1
2.39393939393939 1
2.45454545454546 1
2.51515151515152 1
2.57575757575758 1
2.63636363636364 1
2.6969696969697 1
2.75757575757576 1
2.81818181818182 1
2.87878787878788 1
2.93939393939394 1
3 1


-3 -1
-2.93939393939394 -1.00762738300798
-2.87878787878788 -1.0150860497098
-2.81818181818182 -1.02220728379928
-2.75757575757576 -1.02882236897026
-2.6969696969697 -1.03476258891657
